spikeUp,192,544,00335882,0,1,1,4294967295,0,0
spikeUp,224,544,003691C8,0,1,1,4294967295,0,0
spikeDown,256,480,000D0CB3,0,1,1,4294967295,0,0
spikeDown,288,480,000748A3,0,1,1,4294967295,0,0
spikeDown,352,480,002EF9EA,0,1,1,4294967295,0,0
spikeDown,384,480,000ED112,0,1,1,4294967295,0,0
spikeDown,448,448,001D05CF,0,1,1,4294967295,0,0
spikeUp,480,544,002EAAE5,0,1,1,4294967295,0,0
spikeUp,512,544,003F04C8,0,1,1,4294967295,0,0
spikeUp,576,544,000561EA,0,1,1,4294967295,0,0
spikeDown,512,448,00079F2D,0,1,1,4294967295,0,0
spikeDown,576,480,003C2A38,0,1,1,4294967295,0,0
spikeDown,640,448,0030787A,0,1,1,4294967295,0,0
spikeRight,704,416,0014D377,0,1,1,4294967295,0,0
spikeLeft,736,288,003CABA9,0,1,1,4294967295,0,0
spikeRight,704,160,00005C80,0,1,1,4294967295,0,0
spikeUp,608,384,003C161A,0,1,1,4294967295,0,0
spikeUp,640,384,003E6C32,0,1,1,4294967295,0,0
spikeUp,576,416,0033982B,0,1,1,4294967295,0,0
spikeUp,544,384,003C8F63,0,1,1,4294967295,0,0
spikeUp,512,384,001DABFA,0,1,1,4294967295,0,0
spikeUp,480,384,003F6179,0,1,1,4294967295,0,0
spikeDown,512,288,00250F2B,0,1,1,4294967295,0,0
spikeDown,448,320,00127F63,0,1,1,4294967295,0,0
spikeDown,416,320,001E1D52,0,1,1,4294967295,0,0
spikeUp,384,416,0039EF24,0,1,1,4294967295,0,0
spikeUp,352,416,003FDD32,0,1,1,4294967295,0,0
spikeUp,320,416,0030C4EB,0,1,1,4294967295,0,0
spikeUp,288,416,002ACDE1,0,1,1,4294967295,0,0
spikeUp,256,384,002AE824,0,1,1,4294967295,0,0
spikeDown,320,320,002332AE,0,1,1,4294967295,0,0
spikeDown,352,320,0011F533,0,1,1,4294967295,0,0
spikeDown,256,288,002D025B,0,1,1,4294967295,0,0
spikeDown,224,288,0018E61F,0,1,1,4294967295,0,0
spikeDown,160,320,00370B0F,0,1,1,4294967295,0,0
spikeDown,96,320,000D7303,0,1,1,4294967295,0,0
spikeLeft,64,256,001E8673,0,1,1,4294967295,0,0
spikeRight,32,160,00373B6D,0,1,1,4294967295,0,0
spikeDown,96,160,00044B06,0,1,1,4294967295,0,0
spikeDown,192,160,0033FCAA,0,1,1,4294967295,0,0
spikeDown,224,192,002AF0F6,0,1,1,4294967295,0,0
spikeDown,320,192,000694FB,0,1,1,4294967295,0,0
spikeUp,160,224,000AD3C8,0,1,1,4294967295,0,0
spikeUp,352,256,000F8776,0,1,1,4294967295,0,0
spikeUp,384,256,003BD19D,0,1,1,4294967295,0,0
spikeUp,416,224,001255F6,0,1,1,4294967295,0,0
spikeRight,384,128,0014BBDB,0,1,1,4294967295,0,0
spikeLeft,416,32,002A66EF,0,1,1,4294967295,0,0
block,800,160,0006FC7C,0,1,1,4294967295,0,0
block,800,256,001DBC06,0,1,1,4294967295,0,0
object1012,800,224,0016A848,0,1,1,4294967295,0,0
object1012,800,192,0001A0BD,0,1,1,4294967295,0,0
object1012,800,160,0033655B,0,1,1,4294967295,0,0
object1012,800,128,0012EA71,0,1,1,4294967295,0,0
block,0,0,00201C02,0,1,1,4294967295,0,0
block,32,0,002EDD41,0,1,1,4294967295,0,0
block,64,0,00247FBE,0,1,1,4294967295,0,0
block,96,0,000ACFD2,0,1,1,4294967295,0,0
block,128,0,000D86EC,0,1,1,4294967295,0,0
block,160,0,003A678F,0,1,1,4294967295,0,0
block,192,0,0020DB08,0,1,1,4294967295,0,0
block,224,0,002E20D4,0,1,1,4294967295,0,0
block,256,0,00094295,0,1,1,4294967295,0,0
block,288,0,0027F68E,0,1,1,4294967295,0,0
block,320,0,00377D84,0,1,1,4294967295,0,0
block,352,0,000E1066,0,1,1,4294967295,0,0
block,384,0,00191E75,0,1,1,4294967295,0,0
block,416,0,0030326A,0,1,1,4294967295,0,0
block,448,0,003BAE3A,0,1,1,4294967295,0,0
block,480,0,001B9505,0,1,1,4294967295,0,0
block,512,0,002AECD5,0,1,1,4294967295,0,0
block,544,0,00120F61,0,1,1,4294967295,0,0
block,576,0,001A33AF,0,1,1,4294967295,0,0
block,608,0,001A12EC,0,1,1,4294967295,0,0
block,640,0,0031B25A,0,1,1,4294967295,0,0
block,672,0,0021466D,0,1,1,4294967295,0,0
block,704,0,0007FEF6,0,1,1,4294967295,0,0
block,736,0,0024D2AC,0,1,1,4294967295,0,0
block,768,0,000722FE,0,1,1,4294967295,0,0
block,768,32,00293245,0,1,1,4294967295,0,0
block,768,64,002247BB,0,1,1,4294967295,0,0
block,768,96,002D1343,0,1,1,4294967295,0,0
block,768,128,0031ADEC,0,1,1,4294967295,0,0
block,768,160,00036243,0,1,1,4294967295,0,0
block,768,192,0007B08F,0,1,1,4294967295,0,0
block,768,224,00161C6D,0,1,1,4294967295,0,0
block,768,352,003A614D,0,1,1,4294967295,0,0
block,768,320,000AD5EE,0,1,1,4294967295,0,0
block,768,288,00033B50,0,1,1,4294967295,0,0
block,768,256,0021FAE7,0,1,1,4294967295,0,0
block,768,384,0017CDFA,0,1,1,4294967295,0,0
block,768,416,00257509,0,1,1,4294967295,0,0
block,768,448,002C060D,0,1,1,4294967295,0,0
block,768,480,00303BE2,0,1,1,4294967295,0,0
block,768,512,0037F18D,0,1,1,4294967295,0,0
block,768,544,0031E50B,0,1,1,4294967295,0,0
block,768,576,0033DAE4,0,1,1,4294967295,0,0
block,736,576,0024422A,0,1,1,4294967295,0,0
block,704,576,000801D0,0,1,1,4294967295,0,0
block,672,576,0032E47F,0,1,1,4294967295,0,0
block,640,576,002BE25E,0,1,1,4294967295,0,0
block,608,576,0014ADFC,0,1,1,4294967295,0,0
block,576,576,002EE7F7,0,1,1,4294967295,0,0
block,544,576,002314B2,0,1,1,4294967295,0,0
block,512,576,00140CE2,0,1,1,4294967295,0,0
block,480,576,0036C919,0,1,1,4294967295,0,0
block,448,576,00302CD2,0,1,1,4294967295,0,0
